date,channel,geo,ad_format,impressions,clicks,revenue,ecpm,fill_rate
2026-03-05,Unity,US,Interstitial,36250,790,264.35,8.5095,0.857
2026-03-05,Unity,US,Rewarded,53306,1195,569.6,12.6923,0.8419
2026-03-05,Unity,US,Native,99907,1599,494.74,6.1039,0.8113
2026-03-05,Unity,IN,Banner,282539,5723,47.85,0.2263,0.7483
2026-03-05,Unity,IN,Interstitial,60146,1197,35.62,0.786,0.7536
2026-03-05,Unity,IN,Rewarded,82414,1549,65.73,1.1497,0.6938
2026-03-05,Unity,IN,Native,146139,3109,48.05,0.517,0.636
2026-03-05,Unity,BR,Banner,106458,2053,31.0,0.355,0.8205
2026-03-05,Unity,BR,Interstitial,22825,376,24.32,1.2935,0.8239
2026-03-05,Unity,BR,Rewarded,33110,581,42.43,1.7068,0.7509
2026-03-05,Unity,BR,Native,56843,1213,35.92,0.865,0.7306
2026-03-05,Unity,ID,Banner,128944,2719,16.75,0.178,0.7296
2026-03-05,Unity,ID,Interstitial,30451,594,12.29,0.5745,0.7025
2026-03-05,Unity,ID,Rewarded,44144,769,26.66,0.892,0.6771
2026-03-05,Unity,ID,Native,73675,1217,18.6,0.4264,0.592
2026-03-05,Unity,DE,Banner,76282,1817,102.21,1.537,0.8718
2026-03-05,Unity,DE,Interstitial,14912,302,67.23,5.2255,0.8628
2026-03-05,Unity,DE,Rewarded,23170,409,167.31,8.6284,0.8369
2026-03-05,Unity,DE,Native,36472,791,93.34,3.496,0.732
2026-03-05,Unity,JP,Banner,75016,1428,124.83,1.8287,0.91
2026-03-05,Unity,JP,Interstitial,15110,328,82.43,6.2566,0.8719
2026-03-05,Unity,JP,Rewarded,26867,579,172.39,8.5141,0.7536
2026-03-05,Unity,JP,Native,40219,814,134.95,4.5009,0.7455
2026-03-05,AppLovin,US,Banner,134522,3162,337.98,2.6925,0.9331
2026-03-05,AppLovin,US,Interstitial,28617,619,239.1,9.2597,0.9023
2026-03-05,AppLovin,US,Rewarded,39337,631,373.63,11.7396,0.8091
2026-03-05,AppLovin,US,Native,55701,1293,246.97,5.8777,0.7544
2026-03-05,AppLovin,IN,Banner,218341,4924,36.43,0.2194,0.7604
2026-03-05,AppLovin,IN,Interstitial,43636,1038,29.57,0.8713,0.7779
2026-03-05,AppLovin,IN,Rewarded,58382,1073,47.93,1.1401,0.7201
2026-03-05,AppLovin,IN,Native,109192,1988,42.02,0.5638,0.6825
2026-03-05,AppLovin,BR,Banner,75180,1363,24.33,0.3646,0.8877
2026-03-05,AppLovin,BR,Interstitial,16965,378,17.84,1.2732,0.8261
2026-03-05,AppLovin,BR,Rewarded,23211,532,29.38,1.7079,0.7412
2026-03-05,AppLovin,BR,Native,40032,783,23.17,0.7918,0.7308
2026-03-05,AppLovin,ID,Banner,89759,1505,11.45,0.1811,0.7043
2026-03-05,AppLovin,ID,Interstitial,19801,380,7.9,0.6108,0.653
2026-03-05,AppLovin,ID,Rewarded,27818,476,14.15,0.8155,0.6237
2026-03-05,AppLovin,ID,Native,45243,777,12.26,0.4455,0.6083
2026-03-05,AppLovin,DE,Banner,44004,832,64.57,1.5833,0.9268
2026-03-05,AppLovin,DE,Interstitial,8979,145,41.64,5.3945,0.8597
2026-03-05,AppLovin,DE,Rewarded,15574,333,96.89,8.0769,0.7703
2026-03-05,AppLovin,DE,Native,26592,538,79.07,3.9492,0.7529
2026-03-05,AppLovin,JP,Banner,60384,1005,100.32,1.8722,0.8874
2026-03-05,AppLovin,JP,Interstitial,13036,299,66.96,6.2247,0.8252
2026-03-05,AppLovin,JP,Rewarded,20679,403,143.4,8.4153,0.824
2026-03-05,AppLovin,JP,Native,33347,640,111.4,4.4638,0.7484
2026-03-05,ironSource,US,Banner,112463,2124,243.57,2.4127,0.8976
2026-03-05,ironSource,US,Interstitial,22156,507,174.03,9.2459,0.8495
2026-03-05,ironSource,US,Rewarded,27823,446,324.51,13.9501,0.8361
2026-03-05,ironSource,US,Native,43011,952,180.2,5.5305,0.7576
2026-03-05,ironSource,IN,Banner,146692,3159,30.45,0.2625,0.7906
2026-03-05,ironSource,IN,Interstitial,29291,671,19.04,0.8628,0.7534
2026-03-05,ironSource,IN,Rewarded,54573,1223,40.81,1.1102,0.6737
2026-03-05,ironSource,IN,Native,88787,1884,33.07,0.5694,0.6541
2026-03-05,ironSource,BR,Banner,56501,1001,16.37,0.3412,0.849
2026-03-05,ironSource,BR,Interstitial,11941,281,13.06,1.3096,0.8349
2026-03-05,ironSource,BR,Rewarded,19654,459,27.1,1.7477,0.7889
2026-03-05,ironSource,BR,Native,34023,555,20.79,0.8708,0.7016
2026-03-05,ironSource,ID,Banner,71532,1633,10.1,0.1968,0.7173
2026-03-05,ironSource,ID,Interstitial,15832,284,6.39,0.6193,0.6515
2026-03-05,ironSource,ID,Rewarded,23541,520,13.63,0.9235,0.6267
2026-03-05,ironSource,ID,Native,38372,822,10.07,0.4467,0.5874
2026-03-05,ironSource,DE,Banner,37519,800,58.43,1.7475,0.8912
2026-03-05,ironSource,DE,Interstitial,9042,200,36.56,4.9727,0.8132
2026-03-05,ironSource,DE,Rewarded,12527,204,80.2,7.9084,0.8095
2026-03-05,ironSource,DE,Native,18154,360,54.42,3.7919,0.7906
2026-03-05,ironSource,JP,Banner,51295,1108,85.66,1.9346,0.8632
2026-03-05,ironSource,JP,Interstitial,11085,264,51.54,5.6431,0.824
2026-03-05,ironSource,JP,Rewarded,17174,312,110.63,8.5018,0.7577
2026-03-05,ironSource,JP,Native,24232,562,76.12,4.1504,0.7569
2026-03-06,AdMob,US,Banner,237276,3875,571.4,2.7285,0.8826
2026-03-06,AdMob,US,Interstitial,50060,1160,335.5,7.7514,0.8646
2026-03-06,AdMob,US,Rewarded,69183,1131,745.42,13.2752,0.8116
2026-03-06,AdMob,US,Native,127125,2661,625.4,6.3485,0.7749
2026-03-06,AdMob,IN,Banner,448002,9796,86.01,0.2539,0.7561
2026-03-06,AdMob,IN,Interstitial,80045,1362,49.76,0.8394,0.7406
2026-03-06,AdMob,IN,Rewarded,122516,2821,103.23,1.1981,0.7033
2026-03-06,AdMob,IN,Native,223690,4500,81.92,0.5548,0.6601
2026-03-06,AdMob,BR,Banner,150881,2748,51.08,0.3924,0.8627
2026-03-06,AdMob,BR,Interstitial,30283,626,30.51,1.2305,0.8188
2026-03-06,AdMob,BR,Rewarded,40649,789,49.93,1.6321,0.7526
2026-03-06,AdMob,BR,Native,65140,1518,41.37,0.8929,0.7112
2026-03-06,AdMob,ID,Banner,179264,3139,21.14,0.164,0.7187
2026-03-06,AdMob,ID,Interstitial,45248,1059,16.6,0.5412,0.678
2026-03-06,AdMob,ID,Rewarded,57919,1157,30.42,0.8268,0.6352
2026-03-06,AdMob,ID,Native,90554,2081,23.9,0.4172,0.6326
2026-03-06,AdMob,DE,Banner,86477,1795,117.02,1.5381,0.8798
2026-03-06,AdMob,DE,Interstitial,19165,322,98.41,5.8784,0.8735
2026-03-06,AdMob,DE,Rewarded,31121,542,187.17,7.6115,0.7902
2026-03-06,AdMob,DE,Native,45095,785,136.77,3.9396,0.7699
2026-03-06,AdMob,JP,Banner,143381,2432,214.56,1.7719,0.8445
2026-03-06,AdMob,JP,Interstitial,25629,604,141.89,6.5749,0.842
2026-03-06,AdMob,JP,Rewarded,36871,795,259.44,8.8845,0.792
2026-03-06,AdMob,JP,Native,60017,1171,192.75,4.5057,0.7128
2026-03-06,Unity,US,Banner,175577,3409,411.3,2.6046,0.8994
2026-03-06,Unity,US,Interstitial,34837,763,275.82,8.8177,0.8979
2026-03-06,Unity,US,Rewarded,50004,904,600.87,14.0236,0.8569
2026-03-06,Unity,US,Native,79496,1813,354.43,5.7287,0.7783
2026-03-06,Unity,IN,Banner,303382,6294,59.4,0.2569,0.7622
2026-03-06,Unity,IN,Interstitial,52358,897,29.14,0.7374,0.7546
2026-03-06,Unity,IN,Rewarded,88225,1510,78.89,1.2355,0.7238
2026-03-06,Unity,IN,Native,151906,3344,64.21,0.6159,0.6863
2026-03-06,Unity,BR,Banner,110108,2399,33.93,0.3544,0.8696
2026-03-06,Unity,BR,Interstitial,21828,370,22.29,1.2711,0.8034
2026-03-06,Unity,BR,Rewarded,32058,517,41.58,1.7154,0.7562
2026-03-06,Unity,BR,Native,50653,814,32.78,0.8919,0.7256
2026-03-06,Unity,ID,Banner,138733,2668,17.19,0.1725,0.7184
2026-03-06,Unity,ID,Interstitial,31628,721,12.01,0.5449,0.6966
2026-03-06,Unity,ID,Rewarded,47786,781,26.15,0.842,0.65
2026-03-06,Unity,ID,Native,69982,1183,17.2,0.3885,0.6327
2026-03-06,Unity,DE,Banner,70279,1492,109.75,1.657,0.9424
2026-03-06,Unity,DE,Interstitial,13108,289,56.27,5.2149,0.8232
2026-03-06,Unity,DE,Rewarded,22201,490,144.66,8.4313,0.7728
2026-03-06,Unity,DE,Native,36489,672,118.46,4.2072,0.7717
2026-03-06,Unity,JP,Banner,84389,1828,127.79,1.6833,0.8996
2026-03-06,Unity,JP,Interstitial,15928,371,71.29,5.5902,0.8006
2026-03-06,Unity,JP,Rewarded,24147,466,163.1,8.7195,0.7746
2026-03-06,Unity,JP,Native,46559,1000,152.12,4.5113,0.7243
2026-03-06,AppLovin,US,Banner,119471,1918,301.04,2.7951,0.9015
2026-03-06,AppLovin,US,Interstitial,25117,542,165.65,7.9062,0.8342
2026-03-06,AppLovin,US,Rewarded,40112,814,427.57,12.6498,0.8426
2026-03-06,AppLovin,US,Native,64933,1142,313.08,6.0651,0.795
2026-03-06,AppLovin,IN,Banner,186122,4131,34.24,0.2371,0.7758
2026-03-06,AppLovin,IN,Interstitial,38408,680,20.7,0.746,0.7226
2026-03-06,AppLovin,IN,Rewarded,64169,1240,54.86,1.1929,0.7166
2026-03-06,AppLovin,IN,Native,111692,2558,46.25,0.6142,0.6743
2026-03-06,AppLovin,BR,Banner,75178,1799,25.83,0.3913,0.8782
2026-03-06,AppLovin,BR,Interstitial,15553,281,15.98,1.267,0.811
2026-03-06,AppLovin,BR,Rewarded,21519,446,30.55,1.9418,0.731
2026-03-06,AppLovin,BR,Native,36065,823,22.21,0.821,0.7503
2026-03-06,AppLovin,ID,Banner,102965,1983,12.71,0.1718,0.7182
2026-03-06,AppLovin,ID,Interstitial,19121,352,7.25,0.5523,0.6869
2026-03-06,AppLovin,ID,Rewarded,31447,516,17.56,0.8675,0.6435
2026-03-06,AppLovin,ID,Native,57388,1166,14.07,0.4206,0.5829
2026-03-06,AppLovin,DE,Banner,55555,950,88.74,1.7399,0.9181
2026-03-06,AppLovin,DE,Interstitial,10473,242,52.25,5.7929,0.8612
2026-03-06,AppLovin,DE,Rewarded,13996,293,91.98,7.8245,0.8399
2026-03-06,AppLovin,DE,Native,21260,344,62.95,3.7369,0.7924
2026-03-06,AppLovin,JP,Banner,53185,1234,83.89,1.7213,0.9164
2026-03-06,AppLovin,JP,Interstitial,12570,225,62.65,6.0639,0.822
2026-03-06,AppLovin,JP,Rewarded,20523,432,134.6,8.2913,0.791
2026-03-06,AppLovin,JP,Native,27534,604,87.51,4.2165,0.7538
2026-03-06,ironSource,US,Banner,92045,2196,208.45,2.4446,0.9264
2026-03-06,ironSource,US,Interstitial,18304,413,152.39,9.326,0.8927
2026-03-06,ironSource,US,Rewarded,26306,499,254.84,12.2411,0.7914
2026-03-06,ironSource,US,Native,57219,918,246.75,5.4803,0.7869
2026-03-06,ironSource,IN,Banner,170208,3182,28.82,0.2255,0.7511
2026-03-06,ironSource,IN,Interstitial,34602,555,18.39,0.7371,0.721
2026-03-06,ironSource,IN,Rewarded,54745,1161,48.0,1.2221,0.7174
2026-03-06,ironSource,IN,Native,71464,1372,26.04,0.5706,0.6386
2026-03-06,ironSource,BR,Banner,61241,996,18.24,0.3642,0.8176
2026-03-06,ironSource,BR,Interstitial,13073,222,12.69,1.2542,0.7737
2026-03-06,ironSource,BR,Rewarded,20119,362,30.64,1.8969,0.803
2026-03-06,ironSource,BR,Native,29890,505,17.4,0.7957,0.7314
2026-03-06,ironSource,ID,Banner,71053,1417,8.58,0.1646,0.7339
2026-03-06,ironSource,ID,Interstitial,16565,326,7.49,0.6455,0.7004
2026-03-06,ironSource,ID,Rewarded,27487,658,15.27,0.8921,0.6229
2026-03-06,ironSource,ID,Native,34273,686,8.73,0.4242,0.6003
2026-03-06,ironSource,DE,Banner,40704,897,57.63,1.5642,0.9051
2026-03-06,ironSource,DE,Interstitial,7439,167,33.37,5.3718,0.8352
2026-03-06,ironSource,DE,Rewarded,12809,212,88.92,8.8625,0.7833
2026-03-06,ironSource,DE,Native,17716,421,48.8,3.589,0.7675
2026-03-06,ironSource,JP,Banner,47858,1120,78.94,1.9651,0.8394
2026-03-06,ironSource,JP,Interstitial,9043,213,46.92,6.495,0.7989
2026-03-06,ironSource,JP,Rewarded,13653,260,93.39,8.6449,0.7913
2026-03-06,ironSource,JP,Native,26256,571,91.28,4.5988,0.756
2026-03-07,AdMob,US,Banner,251965,5816,603.42,2.6152,0.9158
2026-03-07,AdMob,US,Interstitial,55571,1004,416.03,8.8051,0.8502
2026-03-07,AdMob,US,Rewarded,83044,1361,821.61,12.2504,0.8076
2026-03-07,AdMob,US,Native,158272,2691,698.29,5.4315,0.8123
2026-03-07,AdMob,IN,Banner,400006,7972,75.84,0.243,0.7802
2026-03-07,AdMob,IN,Interstitial,94056,1882,54.25,0.7659,0.7531
2026-03-07,AdMob,IN,Rewarded,131158,2511,120.38,1.2784,0.718
2026-03-07,AdMob,IN,Native,253985,4500,102.6,0.6071,0.6654
2026-03-07,AdMob,BR,Banner,194017,3612,53.17,0.3376,0.8116
2026-03-07,AdMob,BR,Interstitial,36849,870,39.26,1.3016,0.8186
2026-03-07,AdMob,BR,Rewarded,45421,1077,57.64,1.6419,0.773
2026-03-07,AdMob,BR,Native,86320,1550,46.36,0.7647,0.7024
2026-03-07,AdMob,ID,Banner,218812,4403,26.81,0.1636,0.7492
2026-03-07,AdMob,ID,Interstitial,48358,1000,17.32,0.5481,0.6535
2026-03-07,AdMob,ID,Rewarded,77017,1731,46.88,0.9051,0.6725
2026-03-07,AdMob,ID,Native,100366,1961,24.64,0.395,0.6217
2026-03-07,AdMob,DE,Banner,107779,2509,156.58,1.6231,0.8951
2026-03-07,AdMob,DE,Interstitial,20263,437,91.43,5.2577,0.8582
2026-03-07,AdMob,DE,Rewarded,35852,733,268.45,8.9787,0.8339
2026-03-07,AdMob,DE,Native,52578,1193,156.3,3.8122,0.7798
2026-03-07,AdMob,JP,Banner,163576,2640,265.28,1.838,0.8824
2026-03-07,AdMob,JP,Interstitial,25059,481,111.84,5.5873,0.7988
2026-03-07,AdMob,JP,Rewarded,41014,851,301.45,9.2472,0.7948
2026-03-07,AdMob,JP,Native,71270,1189,223.64,4.0133,0.7819
2026-03-07,Unity,US,Banner,227748,3842,514.78,2.4537,0.9212
2026-03-07,Unity,US,Interstitial,35068,636,263.06,8.3802,0.8951
2026-03-07,Unity,US,Rewarded,61504,1430,613.64,12.1856,0.8188
2026-03-07,Unity,US,Native,111366,1953,506.22,5.9691,0.7615
2026-03-07,Unity,IN,Banner,365864,6933,66.4,0.2257,0.804
2026-03-07,Unity,IN,Interstitial,73782,1556,41.95,0.7789,0.73
2026-03-07,Unity,IN,Rewarded,109974,2423,103.57,1.3143,0.7165
2026-03-07,Unity,IN,Native,164062,3262,66.33,0.5886,0.6869
2026-03-07,Unity,BR,Banner,125092,2892,38.8,0.3627,0.8553
2026-03-07,Unity,BR,Interstitial,23103,408,20.99,1.13,0.804
2026-03-07,Unity,BR,Rewarded,36207,827,54.51,1.9453,0.774
2026-03-07,Unity,BR,Native,54328,883,35.98,0.9073,0.7299
2026-03-07,Unity,ID,Banner,167429,3459,22.66,0.1963,0.6897
2026-03-07,Unity,ID,Interstitial,36213,716,13.58,0.5412,0.693
2026-03-07,Unity,ID,Rewarded,46082,1014,26.33,0.923,0.619
2026-03-07,Unity,ID,Native,68533,1303,16.94,0.4038,0.6122
2026-03-07,Unity,DE,Banner,75850,1743,125.31,1.7592,0.9391
2026-03-07,Unity,DE,Interstitial,16208,312,85.53,5.9226,0.891
2026-03-07,Unity,DE,Rewarded,22581,532,138.48,7.5871,0.8083
2026-03-07,Unity,DE,Native,40985,702,119.93,3.979,0.7354
2026-03-07,Unity,JP,Banner,99552,2291,169.53,1.9625,0.8677
2026-03-07,Unity,JP,Interstitial,17832,407,92.46,6.1404,0.8444
2026-03-07,Unity,JP,Rewarded,25689,606,166.94,8.4419,0.7698
2026-03-07,Unity,JP,Native,45085,912,128.97,3.811,0.7506
2026-03-07,AppLovin,US,Banner,158587,3717,407.01,2.7789,0.9235
2026-03-07,AppLovin,US,Interstitial,30691,654,226.58,8.0998,0.9114
2026-03-07,AppLovin,US,Rewarded,42013,710,454.98,13.2096,0.8198
2026-03-07,AppLovin,US,Native,76596,1365,388.18,6.3357,0.7999
2026-03-07,AppLovin,IN,Banner,261507,4728,43.56,0.2172,0.7669
2026-03-07,AppLovin,IN,Interstitial,39764,916,23.41,0.7849,0.7501
2026-03-07,AppLovin,IN,Rewarded,79136,1724,70.55,1.2739,0.6998
2026-03-07,AppLovin,IN,Native,126855,2519,48.11,0.5561,0.6819
2026-03-07,AppLovin,BR,Banner,83313,1817,26.08,0.3619,0.8649
2026-03-07,AppLovin,BR,Interstitial,16508,393,16.89,1.2171,0.8406
2026-03-07,AppLovin,BR,Rewarded,23757,458,31.25,1.6894,0.7785
2026-03-07,AppLovin,BR,Native,36969,827,22.42,0.8143,0.7447
2026-03-07,AppLovin,ID,Banner,114816,2038,14.92,0.179,0.7257
2026-03-07,AppLovin,ID,Interstitial,23179,433,8.56,0.5413,0.6823
2026-03-07,AppLovin,ID,Rewarded,36309,583,21.5,0.9249,0.6403
2026-03-07,AppLovin,ID,Native,53226,897,13.45,0.4312,0.5858
2026-03-07,AppLovin,DE,Banner,60036,1195,92.04,1.7344,0.8839
2026-03-07,AppLovin,DE,Interstitial,13037,293,65.48,5.9901,0.8385
2026-03-07,AppLovin,DE,Rewarded,17736,393,129.5,9.0345,0.8082
2026-03-07,AppLovin,DE,Native,31062,561,94.14,3.848,0.7876
2026-03-07,AppLovin,JP,Banner,63729,1274,103.85,1.7731,0.919
2026-03-07,AppLovin,JP,Interstitial,14958,286,74.07,6.149,0.8053
2026-03-07,AppLovin,JP,Rewarded,22901,441,172.72,9.8496,0.7657
2026-03-07,AppLovin,JP,Native,31572,641,92.92,3.9836,0.7388
2026-03-07,ironSource,US,Banner,105704,2505,240.98,2.4111,0.9456
2026-03-07,ironSource,US,Interstitial,21782,510,163.84,8.8196,0.8529
2026-03-07,ironSource,US,Rewarded,36289,754,387.98,13.5218,0.7907
2026-03-07,ironSource,US,Native,57976,1196,252.45,5.7037,0.7634
2026-03-07,ironSource,IN,Banner,195398,3392,33.39,0.2176,0.7853
2026-03-07,ironSource,IN,Interstitial,32829,641,19.56,0.8197,0.727
2026-03-07,ironSource,IN,Rewarded,52881,1253,45.73,1.2356,0.6999
2026-03-07,ironSource,IN,Native,87925,1764,33.38,0.5869,0.6469
2026-03-07,ironSource,BR,Banner,70088,1278,20.66,0.3477,0.8476
2026-03-07,ironSource,BR,Interstitial,11754,260,10.96,1.1318,0.8237
2026-03-07,ironSource,BR,Rewarded,19335,346,24.93,1.7669,0.7296
2026-03-07,ironSource,BR,Native,37389,675,22.49,0.8578,0.7012
2026-03-07,ironSource,ID,Banner,100743,2147,12.09,0.1695,0.7081
2026-03-07,ironSource,ID,Interstitial,18737,332,7.93,0.5953,0.7113
2026-03-07,ironSource,ID,Rewarded,29598,679,16.27,0.8386,0.6555
2026-03-07,ironSource,ID,Native,45419,776,12.59,0.4388,0.6316
2026-03-07,ironSource,DE,Banner,48840,854,79.22,1.7885,0.9069
2026-03-07,ironSource,DE,Interstitial,8170,164,35.12,5.2357,0.8211
2026-03-07,ironSource,DE,Rewarded,12018,237,75.41,7.7936,0.8051
2026-03-07,ironSource,DE,Native,23451,390,68.65,4.0083,0.7304
2026-03-07,ironSource,JP,Banner,49924,1096,74.3,1.7723,0.8397
2026-03-07,ironSource,JP,Interstitial,10544,206,57.46,6.5271,0.8349
2026-03-07,ironSource,JP,Rewarded,18701,439,140.47,9.3837,0.8005
2026-03-07,ironSource,JP,Native,28079,637,92.53,4.4592,0.739
2026-03-08,AdMob,US,Banner,266754,4722,610.09,2.4425,0.9364
2026-03-08,AdMob,US,Interstitial,52827,1221,383.92,8.1689,0.8896
2026-03-08,AdMob,US,Rewarded,90766,1502,1025.49,13.5859,0.8316
2026-03-08,AdMob,US,Native,126520,2247,584.84,6.0147,0.7685
2026-03-08,AdMob,IN,Banner,455343,10208,87.07,0.248,0.771
2026-03-08,AdMob,IN,Interstitial,98583,1810,64.15,0.8376,0.777
2026-03-08,AdMob,IN,Rewarded,143991,3213,130.95,1.2853,0.7076
2026-03-08,AdMob,IN,Native,224097,5352,80.94,0.5701,0.6335
2026-03-08,AdMob,BR,Banner,188025,3288,62.98,0.3866,0.8665
2026-03-08,AdMob,BR,Interstitial,29646,536,30.5,1.2875,0.7991
2026-03-08,AdMob,BR,Rewarded,52707,1047,72.51,1.7715,0.7766
2026-03-08,AdMob,BR,Native,91353,1702,57.55,0.8994,0.7005
2026-03-08,AdMob,ID,Banner,225640,4298,31.52,0.1966,0.7103
2026-03-08,AdMob,ID,Interstitial,48117,1114,20.3,0.5903,0.7149
2026-03-08,AdMob,ID,Rewarded,69277,1494,39.73,0.9261,0.6194
2026-03-08,AdMob,ID,Native,122148,2848,29.66,0.4082,0.5948
2026-03-08,AdMob,DE,Banner,112471,2172,164.12,1.7007,0.858
2026-03-08,AdMob,DE,Interstitial,25189,445,116.98,5.3763,0.8638
2026-03-08,AdMob,DE,Rewarded,33636,780,245.62,8.9556,0.8154
2026-03-08,AdMob,DE,Native,64434,1032,214.8,4.192,0.7952
2026-03-08,AdMob,JP,Banner,162466,2671,227.71,1.6695,0.8395
2026-03-08,AdMob,JP,Interstitial,27446,444,139.62,6.145,0.8278
2026-03-08,AdMob,JP,Rewarded,42820,780,309.44,8.8958,0.8123
2026-03-08,AdMob,JP,Native,65784,1367,192.72,3.995,0.7333
2026-03-08,Unity,US,Banner,199530,3784,447.14,2.4668,0.9084
2026-03-08,Unity,US,Interstitial,45954,995,333.44,8.0461,0.9018
2026-03-08,Unity,US,Rewarded,51419,1103,611.67,14.0076,0.8492
2026-03-08,Unity,US,Native,97766,1592,448.57,6.0157,0.7627
2026-03-08,Unity,IN,Banner,354459,7903,69.2,0.259,0.7537
2026-03-08,Unity,IN,Interstitial,69059,1338,38.01,0.7485,0.7352
2026-03-08,Unity,IN,Rewarded,104133,2135,89.85,1.281,0.6736
2026-03-08,Unity,IN,Native,173642,3508,65.76,0.5921,0.6397
2026-03-08,Unity,BR,Banner,133702,2999,39.13,0.3469,0.8436
2026-03-08,Unity,BR,Interstitial,21174,339,21.58,1.2863,0.7923
2026-03-08,Unity,BR,Rewarded,33335,718,40.42,1.6522,0.7338
2026-03-08,Unity,BR,Native,55194,1086,36.47,0.913,0.7237
2026-03-08,Unity,ID,Banner,157825,2687,21.14,0.1869,0.7166
2026-03-08,Unity,ID,Interstitial,35872,725,13.89,0.5914,0.6549
2026-03-08,Unity,ID,Rewarded,50435,1077,28.94,0.8596,0.6675
2026-03-08,Unity,ID,Native,84130,1530,22.27,0.4133,0.6403
2026-03-08,Unity,DE,Banner,82376,1349,120.54,1.587,0.922
2026-03-08,Unity,DE,Interstitial,13906,260,69.0,5.8419,0.8494
2026-03-08,Unity,DE,Rewarded,24929,435,168.14,8.5831,0.7858
2026-03-08,Unity,DE,Native,45782,1026,135.75,3.919,0.7566
2026-03-08,Unity,JP,Banner,101384,1944,147.83,1.707,0.8542
2026-03-08,Unity,JP,Interstitial,22297,516,99.16,5.4737,0.8125
2026-03-08,Unity,JP,Rewarded,26761,557,190.09,9.2333,0.7693
2026-03-08,Unity,JP,Native,48548,1042,141.53,3.8654,0.7542
2026-03-08,AppLovin,US,Banner,151524,3054,365.23,2.6199,0.92
2026-03-08,AppLovin,US,Interstitial,29919,619,234.3,8.8234,0.8875
2026-03-08,AppLovin,US,Rewarded,38672,903,375.41,12.0121,0.8081
2026-03-08,AppLovin,US,Native,77468,1308,355.23,6.0129,0.7626
2026-03-08,AppLovin,IN,Banner,257514,5762,49.97,0.2588,0.7496
2026-03-08,AppLovin,IN,Interstitial,45263,946,26.51,0.7718,0.7587
2026-03-08,AppLovin,IN,Rewarded,74796,1387,56.6,1.0978,0.6893
2026-03-08,AppLovin,IN,Native,109126,2133,39.66,0.5603,0.6486
2026-03-08,AppLovin,BR,Banner,82828,1758,26.81,0.3769,0.8588
2026-03-08,AppLovin,BR,Interstitial,15752,265,14.03,1.1581,0.7688
2026-03-08,AppLovin,BR,Rewarded,24051,576,30.55,1.6436,0.7729
2026-03-08,AppLovin,BR,Native,37960,810,23.58,0.894,0.695
2026-03-08,AppLovin,ID,Banner,119938,2221,16.15,0.1945,0.6922
2026-03-08,AppLovin,ID,Interstitial,20176,448,8.46,0.5889,0.7122
2026-03-08,AppLovin,ID,Rewarded,36807,721,22.44,0.9059,0.6728
2026-03-08,AppLovin,ID,Native,51457,845,13.81,0.4484,0.5985
2026-03-08,AppLovin,DE,Banner,51049,923,78.29,1.686,0.9096
2026-03-08,AppLovin,DE,Interstitial,12283,254,63.48,5.801,0.891
2026-03-08,AppLovin,DE,Rewarded,18696,345,128.08,8.6676,0.7904
2026-03-08,AppLovin,DE,Native,28564,565,74.5,3.4797,0.7495
2026-03-08,AppLovin,JP,Banner,63423,1385,92.61,1.6655,0.8768
2026-03-08,AppLovin,JP,Interstitial,15814,301,79.86,6.0556,0.8339
2026-03-08,AppLovin,JP,Rewarded,19576,386,133.46,8.3638,0.8151
2026-03-08,AppLovin,JP,Native,39067,784,123.83,4.3714,0.7251
2026-03-08,ironSource,US,Banner,113068,2697,262.33,2.5112,0.9239
2026-03-08,ironSource,US,Interstitial,25159,430,192.5,9.1863,0.8329
2026-03-08,ironSource,US,Rewarded,30202,638,301.98,12.1462,0.8232
2026-03-08,ironSource,US,Native,57514,995,301.91,6.4298,0.8164
2026-03-08,ironSource,IN,Banner,203480,4533,37.78,0.2391,0.7764
2026-03-08,ironSource,IN,Interstitial,32308,743,20.97,0.8612,0.7537
2026-03-08,ironSource,IN,Rewarded,63388,1098,51.41,1.2043,0.6734
2026-03-08,ironSource,IN,Native,87131,1601,30.72,0.5156,0.6839
2026-03-08,ironSource,BR,Banner,78850,1561,24.29,0.3746,0.8222
2026-03-08,ironSource,BR,Interstitial,13662,221,13.27,1.1982,0.8104
2026-03-08,ironSource,BR,Rewarded,21856,492,30.89,1.7954,0.7873
2026-03-08,ironSource,BR,Native,31711,755,17.86,0.7641,0.7372
2026-03-08,ironSource,ID,Banner,90527,1656,10.78,0.1713,0.6953
2026-03-08,ironSource,ID,Interstitial,17450,317,7.16,0.5909,0.6946
2026-03-08,ironSource,ID,Rewarded,23882,477,14.06,0.8772,0.671
2026-03-08,ironSource,ID,Native,52414,919,13.18,0.4203,0.5983
2026-03-08,ironSource,DE,Banner,48684,1073,73.58,1.662,0.9094
2026-03-08,ironSource,DE,Interstitial,9823,199,43.24,4.9977,0.8809
2026-03-08,ironSource,DE,Rewarded,13351,229,90.9,8.3119,0.8191
2026-03-08,ironSource,DE,Native,22430,375,62.93,3.7234,0.7536
2026-03-08,ironSource,JP,Banner,51632,1195,75.29,1.6783,0.8688
2026-03-08,ironSource,JP,Interstitial,10485,233,50.74,5.8994,0.8203
2026-03-08,ironSource,JP,Rewarded,14921,357,97.01,8.4538,0.7691
2026-03-08,ironSource,JP,Native,29360,509,83.63,3.8967,0.731
